Ulasan,stemming,Errors
"topup saldo via aplikasi dipermudah dengan OVO,DANA atau GoPaY ,,inovasi lah masi jalan ditempat terus","['topup', 'saldo', 'via', 'aplikasi', 'mudah', 'ovodana', 'gopay', 'inovasi', 'jalan', 'tempat']",-1
Kenapa saya download apliksi gak bs kebuka ya? Dan sy login by web juga gak bs2 apakah akun sy sdh exp?,"['download', 'apliksi', 'buka', 'login', 'web', 'akun', 'exp']",-1
Mau sing up starbucks card di bagian tanggal lahir kok keluar sendiri ? Mohon bantuannya.,"['sing', 'up', 'starbucks', 'card', 'tanggal', 'lahir', 'bantu']",-1
ini si mempermudah nih udah gitu kalau rewards nya udh terkumpul dpt gartisannya hehee,"['mudah', 'rewards', 'kumpul', 'gartisannya', 'hehee']",0
Okay bgt,"['okay', 'banget']",0
ga jls bikin password nya ga bisa eror terus ga jls bikin kesel...!!!!,"['jls', 'password', 'eror', 'jls', 'kesel']",-1
Cukup puass,['puass'],0
"Registrasi card nya kebanyakan eror, terus sudah jadi registrasi di web nya, terus mau login katanya email salah. Bikin pusing aja","['registrasi', 'card', 'banyak', 'eror', 'registrasi', 'web', 'login', 'email', 'salah', 'pusing']",-1
Waooooh..,['waooh'],0
incredible,['incredible'],0
Aplilasinya terhenti pd saat isi tgl lahir,"['aplilasinya', 'henti', 'isi', 'tanggal', 'lahir']",-1
Susah daftarnya percuma beli kartu starbucks tp gak bisa lihat reward d aplikasi,"['sulit', 'daftar', 'beli', 'kartu', 'starbucks', 'reward', 'aplikasi']",-1
Oke,[],0
Ribet bgt sama Bikin password 😔 dari sabar sampai emosi😌😣😏😒😤,"['ribet', 'banget', 'password', 'sabar', 'emosi']",-1
Aq dpt starbuck card tpi ga bsa di daftarin... huhuhu...setiap masukin birth of date a Automatically keluar system... Apakah berpengaruh dr OS atau jenis HP..? Tolong di bantu yaa...,"['starbuck', 'card', 'daftarin', 'huhuhusetiap', 'masuk', 'birth', 'date', 'automatically', 'system', 'pengaruh', 'os', 'jenis', 'handphone', 'tolong', 'bantu']",-1
Mantap,['mantap'],0
Best application,"['best', 'application']",0
Pelayanan vang prima,"['layan', 'vang', 'prima']",0
"Beli & byar pake member card, tp reward poin gak ada yg masuk aneh. Apakah karna aplikasi log out (otomatis) trs?","['beli', 'byar', 'pakai', 'member', 'card', 'reward', 'poin', 'aneh', 'aplikasi', 'log', 'out', 'otomatis']",-1
Sangat enak kopi nya,['kopi'],0
Napa kok error ya,['error'],-1
Gd,['gd'],0
Okok,['okok'],0
Very good,['very'],0
"Saya suka asian dolce latte, rasanya sesuai dengan selera anak muda, walaupun saya sudah berumur","['suka', 'asi', 'dolce', 'latte', 'sesuai', 'selera', 'anak', 'muda', 'umur']",0
Wow,[],0
Oke,[],0
Ok,[],0
Ok,[],0
MANTAP,['mantap'],0
"""Sayangnya server saat ini tidak tersedia atau sibuk, silakan coba lagi."" Tidak berguna. 👎","['sayang', 'server', 'sedia', 'sibuk', 'coba', 'guna']",-1
Goid,['goid'],0
Ngga web ngga aplikasi susah banget buat log in hrs cek otp di email. Ribet.!,"['web', 'aplikasi', 'sulit', 'banget', 'log', 'cek', 'otp', 'email', 'ribet']",-1
ga bisa sign up,"['sign', 'up']",-1
good,[],0
Ok,[],0
ok,[],0
Enak buat nongkrong,['nongkrong'],0
Oke Puas Keren,"['puas', 'keren']",0
Tmpt paling Ok untuk meeting,['meeting'],0
Why I can't sign in and sign up...damn !!!,"['cant', 'sign', 'sign', 'updamn']",-1
Dulu seneng banget bisa liat reward sekarang susah. Os yang dibawah 6.0 gabisa pake aplikasi sbux. Mungkin tim IT starbucks mesti di perbaiki. Harusnya mau os berapa aja bisa. Mengecewakan!!!,"['senang', 'banget', 'reward', 'sulit', 'os', 'bawah', 'enggak bisa', 'pakai', 'aplikasi', 'sbux', 'tim', 'starbucks', 'mesti', 'baik', 'os', 'kecewa']",-1
Baik,[],0
Oke,[],0
Sturbucks is good,['sturbucks'],0
Ga bs sign in ...trllu ribet sm passwordnya'ngebingungin..aneh,"['sign', 'trllu', 'ribet', 'passwordnyangebingunginaneh']",-1
Ok,[],0
Seneeeng,['seneeng'],0
"Ok,saya senang kopi sturbuck","['oksaya', 'senang', 'kopi', 'sturbuck']",0
Tidak bisa sign up ketika mau fill in date of birth,"['sign', 'up', 'fill', 'date', 'birth']",-1
Kenapa sekarang apk nya gak bisa di buka?,"['apk', 'buka']",-1
Ok,[],0
ga bisa sign up kombinasi password susah,"['sign', 'up', 'kombinasi', 'password', 'sulit']",-1
Good,[],0
Bagus,['bagus'],0
🖤🖤🖤🖤,[],0
Good,[],0
ok,[],0
Starbuck good place to meet,"['starbuck', 'place', 'meet']",0
Starbucks tempat santai yg nyaman sambil minun makan,"['starbucks', 'santai', 'nyaman', 'minun', 'makan']",0
good service and taste,"['service', 'taste']",0
Mantap,['mantap'],0
Great coffee,"['great', 'coffee']",0
Bagus,['bagus'],0
Nice,['nice'],0
"aneh gabisa sign in padahal biasanya bisa, reward juga mendadak hilang, saldo juga menjadi 0 padahal seharusnya ada 100k lebih","['aneh', 'enggak bisa', 'sign', 'reward', 'dadak', 'hilang', 'saldo']",-1
Nice coffee and its services,"['nice', 'coffee', 'its', 'services']",0
Ok,[],0
Minumanny enak...dan seru,"['minumanny', 'enakdan', 'seru']",0
nice apps..!,"['nice', 'apps']",0
Mantab,['mantab'],0
Mantap.,['mantap'],0
Aneh saya enggak bisa kebuka aplikasinya si.udah berulang kali di hapus lalu di download tetep saya enggak bisa masuk ke aplikasinya,"['aneh', 'buka', 'aplikasi', 'siudah', 'ulang', 'hapus', 'download', 'aplikasi']",-1
"Maaf, kegunaan card nya itu apa ya ? Gak jelas banget... Udah di daftarkan, smpai apps nya sy download, bleh di cek saldo sy brp sy isi dan bs tiap hr sy minum coffe di starbucks, tapi point 1 pun gd muncul di apps sy... Maaf kbetulan kasir di 1 starbucks gk tau klu sy sdah download.. kliatan bnget itu kasir ngira sy bego. Jelasin dong apa kegunaan card nya... Spya dpt points ? Gd muncul points nya smpek detik ini 🤷","['maaf', 'guna', 'card', 'banget', 'daftar', 'apps', 'download', 'cek', 'saldo', 'isi', 'minum', 'coffe', 'starbucks', 'point', 'gd', 'muncul', 'apps', 'maaf', 'kasir', 'starbucks', 'download', 'banget', 'kasir', 'ngira', 'bego', 'jelasin', 'guna', 'card', 'points', 'gd', 'muncul', 'points', 'smpek', 'detik']",-1
Dari kemarin mau update kenapa ga bisa yah ? Padahal udah pake wifi atau jaringan seluler tapi loading terus menerus Saya jadi tidak bisa lihat bintang di kartu saya sudah berapa 😭,"['kemarin', 'pakai', 'wifi', 'jaring', 'seluler', 'loading', 'terus', 'bintang', 'kartu']",-1
Good,[],0
Suka menggunakannya krn lebih mudah dan praktis,"['suka', 'guna', 'mudah', 'praktis']",0
Berikan bonus dong,['bonus'],-1
"Luar biasa, sangat membantu dan inovatif","['bantu', 'inovatif']",0
Mantap,['mantap'],0
"Udah update, tapi ga bisa dibuka server selalu sibuk. Menyebalkan!!","['buka', 'server', 'sibuk', 'sebal']",-1
Siip,['sip'],0
Mantabz,['mantabz'],0
Ok,[],0
Mantul,['mantul'],0
ok,[],0
Mantavv selalu ada promo everyday kereen go starbuck,"['mantavv', 'promo', 'everyday', 'keren', 'starbuck']",1
Ok,[],0
Saya suka starbuck,"['suka', 'starbuck']",0
Good,[],0
Mantapp,['mantap'],0
Okey bgt,"['okey', 'banget']",0
MANTAB BON,"['mantab', 'bon']",0
Good place,['place'],0
"Susah login, setiap login wajib masukin user password jadi ribet kalo lupa...kombinasi password susah...kalo bisa dibuat sekali login and save password... Top up susah melalui m bangking Tetap semangat...","['sulit', 'login', 'login', 'wajib', 'masuk', 'user', 'password', 'ribet', 'lupakombinasi', 'password', 'susahkalo', 'login', 'save', 'password', 'top', 'up', 'sulit', 'bangking', 'semangat']",-1
Masokk,['masokk'],0
Mantap jiwa,"['mantap', 'jiwa']",0
"Cepat, bermanfaat","['cepat', 'manfaat']",0
Mantap,['mantap'],0
Service good,['service'],0
Bagus gak perlu repot bawa kartu..,"['bagus', 'repot', 'bawa', 'kartu']",0
Okeeeee,['okee'],0
Membantu saat transaksi,"['bantu', 'transaksi']",0
good,[],0
Mantap,['mantap'],0
Nice,['nice'],0
Baik,[],0
Keren!!!,['keren'],0
👍👍👍,[],0
Startbucks Mantul selalu kasih promo buy 1 get 1😘😘,"['startbucks', 'mantul', 'kasih', 'promo', 'buy', 'get']",1
"Aplikasinya sangat membantu, gak harus bawa starbucks card kemana-mana, cukup scan barcode di appnya aja. Terus kita juga tau berapa starbucks reward kita 👍👍","['aplikasi', 'bantu', 'bawa', 'starbucks', 'card', 'kemanamana', 'scan', 'barcode', 'appnya', 'starbucks', 'reward']",0
Good 👍,[],0
good,[],0
Good coffee,['coffee'],0
Bagus dan mudah,"['bagus', 'mudah']",0
Terima kasih Starbuck,"['terima', 'kasih', 'starbuck']",0
Sudah bisa,[],0
Good,[],0
Nice,['nice'],0
Ok,[],0
Luar biasa ....starbuck,['starbuck'],0
Best apps,"['best', 'apps']",0
Is oke,[],0
Banyak promo dan bonusnya,"['promo', 'bonus']",1
Kerennnnnn,['keren'],0
👍🏿👍🏾👍🏼👌,[],0
Mantap,['mantap'],0
Sangat bagus. Pengunaan mudah.,"['bagus', 'pengunaan', 'mudah']",0
"Aplikasi ini sangat membantu customer Starbuck mendapat informasi mengenai produk, promo dan status membership.","['aplikasi', 'bantu', 'customer', 'starbuck', 'informasi', 'produk', 'promo', 'status', 'membership']",0
Nice,['nice'],0
Ok,[],0
"Great Application! Go Ahead always,,","['great', 'application', 'ahead']",0
cakeeeeeppppp,['cakeepp'],0
Good,[],0
Excellent aplikasi..,"['excellent', 'aplikasi']",0
credit card for register? i dont have credit card,"['credit', 'card', 'register', 'dont', 'have', 'credit', 'card']",0
Bisa ga dimurahin dikit :V,"['dimurahin', 'dikit']",0
"Mau ngisi tanggal lahir..langsung app berhenti , uda diulangi 3x","['ngisi', 'tanggal', 'lahirlangsung', 'app', 'henti', 'ulang']",-1
Ribet amat sih loginnya.,"['ribet', 'loginnya']",0
Good and fast,['fast'],0
Top,['top'],0
"Pada saat proses Sing up, input passwordnya di persulit. Sangat tidak membantu. Sudah beberapa kali coba tapi tetap gagal.","['proses', 'sing', 'up', 'input', 'passwordnya', 'sulit', 'bantu', 'coba', 'gagal']",-1
Good Respon,['respon'],0
Puas,['puas'],0
Susah tau daftarnya pasukin paspon ya ribet tau,"['sulit', 'daftar', 'pasukin', 'paspon', 'ribet']",0
Keseringan Promo Pertanda Harga Mulai Mahal,"['sering', 'promo', 'tanda', 'harga', 'mahal']",0
Sering dapat reward...kereen,['rewardkereen'],1
sbuck is the best.,"['sbuck', 'best']",0
alangkah,[],0
recommended? exactly!,"['recommended', 'exactly']",0
minuman yg paling aq sukaa... hampir semuanya 👍👍👍👌,"['minum', 'suka']",0
"mei kmrn eror gk bs login,br jg brp bulan lancar skrg eror lg tiba2 singout sndiri gt..mw login email pass bnr gk mau..","['mei', 'kemarin', 'eror', 'loginbr', 'lancar', 'eror', 'singout', 'gtmw', 'login', 'email', 'pas']",-1
"sangat mudah dan cepat proses daftarnya, yang lemot dan gak bisa daftar berarti hp kelen kurang adanya jaringan internet😁","['mudah', 'cepat', 'proses', 'daftar', 'lot', 'daftar', 'handphone', 'kelen', 'jaring', 'internet']",1
kenapa keluar mulu sih pas ngisi data tanggal lahir??,"['mulu', 'pas', 'ngisi', 'data', 'tanggal', 'lahir']",-1
tidak bisa login. kode otp tidak pernah terkirim ke email.,"['login', 'kode', 'otp', 'kirim', 'email']",-1
gimana cara masuknyaaaa heyy ku udah ganti kata sandi 3 kali biar bisa masuk tapi gabisaaa plis deh kaga usahh ribettt napa pusing aing tehh,"['masuknyaa', 'heyy', 'ku', 'ganti', 'sandi', 'gabisaa', 'plis', 'ribett', 'pusing']",-1
💪,[],0
bikin paswordnya ribet bgt susah kalau lupa,"['paswordnya', 'ribet', 'banget', 'sulit', 'lupa']",-1
membernya suruh top up dulu... 😁,"['membernya', 'suruh', 'top', 'up']",-1
susahhhhhh,['susahh'],0
kenapa setiap mau masuk selalu force close...ampe lelah sy masukin nya....tolong di perbaiki...,"['force', 'closeampe', 'lelah', 'masuk', 'nyatolong', 'baik']",-1
cool,['cool'],0
good,[],0
Starbucks card sering error' Aplikasi Taek ketika rewards melimpah mesti error GxxxxL,"['starbucks', 'card', 'error', 'aplikasi', 'tahi', 'rewards', 'limpah', 'mesti', 'error', 'gxxl']",-1
"kok gabisa sih,padahal number card dah bener dibilang salah","['enggak bisa', 'sihpadahal', 'number', 'card', 'bilang', 'salah']",-1
sumpah nih aplikasi super ribet...mau daftar aja banyak permintaannya..Wajib ADA KARTU KREDIT disimpan di databasenya..mungkin mau dibuat carding ya datanya?! PADAHAL BISA PAKE OPSI PEMBAYARAN LAIN!!! TERLALU KAKU PERATURAN YG DIBUAT STARBUCKS KARENA GAK FLEKSIBEL PEMBAYARANNYA !!!,"['sumpah', 'aplikasi', 'super', 'ribetmau', 'daftar', 'permintaannyawajib', 'kartu', 'kredit', 'simpan', 'databasenyamungkin', 'carding', 'data', 'pakai', 'opsi', 'bayar', 'kaku', 'atur', 'starbucks', 'fleksibel', 'bayar']",-1
keren,['keren'],0
kenapa saldo kartu sy ter top up sendiri? sy top up sekali tp setiap sy buka aplikasinya saldo sll bertambah tanpa sy top up,"['saldo', 'kartu', 'top', 'up', 'top', 'up', 'buka', 'aplikasi', 'saldo', 'tambah', 'top', 'up']",-1
good,[],0
duh susah ya masukin nya padahal sudah masukin email nya tapi ko enga mau masuk ya mohon bantuan nya dong,"['sulit', 'masuk', 'masuk', 'email', 'enga', 'bantu']",-1
no. kartu yang diminta itu no. kartu apaan?,"['kartu', 'kartu']",0
knp susah bgt buat sign up?,"['sulit', 'banget', 'sign', 'up']",-1
good,[],0
kok gabisa kebuka ya apk nya,"['enggak bisa', 'buka', 'apk']",-1
good,[],0
ribet,['ribet'],0
mantabb,['mantab'],0
bagus bangettt...keren,"['bagus', 'bangettkeren']",0
suka banget! semoga makin banyak reward dan promosi,"['suka', 'banget', 'moga', 'reward', 'promosi']",0
im happy,"['im', 'happy']",0
good,[],0
cok,[],0
ok,[],0
sudah sering terlout sendiri tolong diperbaiki,"['terlout', 'tolong', 'baik']",-1
sangat berguna,['guna'],0
baik,[],0
saya sdh pasang APLNY..tp g bisa k buka..mau daftar..kcw klo kaya gini..mau daftar keluar sndiri.,"['pasang', 'aplnytp', 'bukamau', 'daftarkcw', 'ginimau', 'daftar']",-1
"knp gak bsa sign up.. setiap mau input date birtday, langsung keluar.. gmn nch,,,?","['sign', 'up', 'input', 'date', 'birtday', 'nch']",-1
knapa susah bnget sih baru mw daftar doank password hrus begini bgtu...ribet,"['knapa', 'sulit', 'banget', 'daftar', 'doang', 'password', 'bgturibet']",-1
Reward nya suka ga masuk,"['reward', 'suka']",-1
kok ga bisa masuk sich?? padahal email dan passwordnya sdh benar. ada yg tahu ga kenapa seperti itu??,"['email', 'passwordnya']",-1
udah daftar dan sudah bisa di gunakan kartunya kenapa pas masuk aplikasi gak bisa. mohon dijelaskan,"['daftar', 'kartu', 'pas', 'aplikasi']",-1
"gak bisa sign up, mau isi tgl lahir malah keluar2 mulu, app terhenti bla bla. mohon solusinya","['sign', 'up', 'isi', 'tanggal', 'lahir', 'mulu', 'app', 'henti', 'solusi']",-1
dr td di permasalahkam sola sandi,"['permasalahkam', 'sola', 'sandi']",-1
"kenapa gak bisa masuk,pas mau isi data langsung keluar.","['masukpas', 'isi', 'data']",-1
"saya sudah sign in, email sama password udah bener ko masih kaga bisa si? tolong dong dibantu","['sign', 'email', 'password', 'tolong', 'bantu']",-1
lebih cepat lebih baik,['cepat'],0
"sudah bagus.. saran aja di bagian menu, merchandise-nya di update dong sama kasih info harganya juga..","['bagus', 'saran', 'menu', 'merchandisenya', 'kasih', 'info', 'harga']",0
aku sk banget,"['suka', 'banget']",0
kenapa ngga bisa login ya?,['login'],-1
ok bgt,['banget'],0
good...,[],0
hp ga di root di bilang root. perbaiki detector nya . Sy pke mbanking jg lanjay .,"['handphone', 'root', 'root', 'baik', 'detector', 'pakai', 'mbanking', 'lanjay']",-1
ok,[],0
lebih gampang,['gampang'],0
siplah,['sip'],0
"Bagaimana nich sign in ga bisa invalid terus, padahal email sama pass sudah bener banget, sayang dah reward n point gw, hadeh tolong dunk dibenerin lagi nich apk, geje","['sign', 'invalid', 'email', 'pas', 'banget', 'sayang', 'reward', 'point', 'tolong', 'dibenerin', 'apk', 'geje']",0
"saya tidak bisa sign in. padahal email password sudah benar, dan sudah diganti.. masih tidak bisa masuk.. mohon bantuan nya🙏","['sign', 'email', 'password', 'ganti', 'bantu']",-1
susah amat masukny padahal aku sudah buat no id tp katany tidak benar. mohon pencerahannya.,"['sulit', 'masukny', 'id', 'katany', 'cerah']",-1
saya suka,['suka'],0
bagus bermanfaat,"['bagus', 'manfaat']",0
tolong donk bisa topup card pakai mbanking dgn minimal nominal nya di bawah 100k,"['tolong', 'topup', 'card', 'pakai', 'mbanking', 'minimal', 'nominal']",-1
minta tolong nih kenapa disuruh masukin kode otp nya ?,"['tolong', 'suruh', 'masuk', 'kode', 'otp']",0
baru instal tp gk bisa msk,['instal'],-1
Error sign up melulu,"['error', 'sign', 'up', 'melulu']",-1
cool,['cool'],0
mau tulis tanggal lahir malah keluar trus capek deh,"['tulis', 'tanggal', 'lahir', 'capek']",-1
good job,['job'],0
sign up ga bs dgn alsn pasword email???,"['sign', 'up', 'alsn', 'pasword', 'email']",-1
"aplikasi gaje, masuk via browser bisa tp via aplikasi malah invalid","['aplikasi', 'enggak jelas', 'via', 'browser', 'via', 'aplikasi', 'invalid']",-1
"oke banget ni,",['banget'],0
oke,[],0
keren,['keren'],0
input tgl lhir ja g bs ..kluar aplikasi,"['input', 'tanggal', 'lahir', 'aplikasi']",-1
ini security codenya gimana kak?,"['security', 'codenya']",0
Oke banget!,['banget'],0
uda download mala nga bisa reg berulang2 gagal terus gimana nih,"['download', 'mala', 'reg', 'ulang', 'gagal']",-1
good aplication,['aplication'],0
👍👍👍👍,[],0
"kasih 3 * dulu, top up pakai cc sudah nga bisa, bisanya pakai debit or cash di kasir ora mantap!!! 🤔untung reward masih banyak, jd bisa minum gratissss😁😁","['kasih', 'top', 'up', 'pakai', 'bisa', 'pakai', 'debit', 'cash', 'kasir', 'ora', 'mantap', 'untung', 'reward', 'minum', 'gratis']",-1
Excellent!,['excellent'],0
great,['great'],0
I love sturbucks!,"['love', 'sturbucks']",0
love coffee,"['love', 'coffee']",0
kenapa aku ga bisa masuk ?! padahal email dan pasword nya udh bener . tolong di jelaskan !,"['email', 'pasword', 'tolong']",-1
memudahkan kalo lupa bawa sbux card,"['mudah', 'lupa', 'bawa', 'sbux', 'card']",0
good,[],0
mudah dipake,"['mudah', 'pakai']",0
love,['love'],0
wow,[],0
tolong jangan verifikasi lewat email karna menyusahkan. lebih baik seperti dulu saja.,"['tolong', 'verifikasi', 'email', 'susah']",-1
sipppp,['sip'],0
sangat bagus,['bagus'],0
kenapa keluar sendirii tolong perbaikii,"['tolong', 'perbaikii']",-1
bermanfaat,['manfaat'],0
"Tidak bisa sign up, setiap mau isi tanggal lahir, lgsung eror n keluar dr aplikasi.. bagaimana ini mau aktivasi kartu nya.. Lalu pembuatan password juga agak rumit, gagal terus.. terlalu bnyak jenis tanda, angka n huruf yg diminta.. bisa2 saya lupa.. Mohon segera di benahi.. tx.","['sign', 'up', 'isi', 'tanggal', 'lahir', 'eror', 'aplikasi', 'aktivasi', 'kartu', 'buat', 'password', 'rumit', 'gagal', 'jenis', 'tanda', 'angka', 'huruf', 'lupa', 'benah']",-1
masih nyobain,['coba'],0
"baru mau sign up udah eror tiba tiba back sendiri,, duh","['sign', 'up', 'eror', 'back']",-1
"Aplikasi Fitur bagus, mudah digunakan, Star Reward juga bagus, 🙏🙏👍","['aplikasi', 'fitur', 'bagus', 'mudah', 'star', 'reward', 'bagus']",1
